score,comment,serving,rbid,rbbrewer,created_at
3.5,"Draft at the brewery in Kronach. Clear chestnut brown with a white head. Speck smoke character, lightly woody / ashy. Toasty / nutty malt, red apple skins, roasted and oily chestnuts. Munich and dark amber malt with milder Rauch malt. Nose is mostly clean with light mineral touches. Semi-sweet, rich in the mouth with mild smoke character that works well with the medium sweetness. Good savoriness and hints of saltiness. Clean and balanced and flavorful. Much more of a Rauch Maerzen than a Landbier.",,73444,6338,'2014-11-23 00:00:00'
2.9,"Bottle best by March 2015 picked up at the brewery in Kronach. Clear dark amber with a thin ring of a head. Faint oxidation manifests as cardboard. Aroma hops have some peach and apricot touches. Medium body, low carbonation, sharp and crisp in the mouth, sweet and syrupy, cara malt core with sweeter Pilsner malt saccharine notes. Nicely malty nutty finish. Lacks complexity and has some problems in the nose, but the mouthfeel is pleasant and flavor balance decent.",,52679,6338,'2014-11-23 00:00:00'
4,"Draft at Brauerei Müller. Lightly hazed gold with a white foamy head. Quiet floral Hallertau hops showing herbs and citric apricot, combined with clean, savory Pilsner malt (honey and toasty baked baguette). Medium bodied, sticky, malty and rich in the mouth, sweetness balanced well by carbonation. Low hop rate relative to sugar puts it closer to unfiltered Helles than Pilsner / Kellerbier, but regardless of that, it’s delightfully clean and wonderfully aromatic, and it only gets better as it warms and opens. ",,66466,5759,'2014-11-21 00:00:00'
3.2,"Bottle. Clear gold with a short white head. Honey pale malt and sugar powder candy impression. Sweet, honey-ish, vitamin-like. Full bodied and sweet with a strong dried banana slice flavor and aroma. Silty / pavement dirtiness.",,101348,8948,'2014-11-21 00:00:00'
2.9,"Bottle from the brewery best by April 2015. Clear dark brown with a fine tan colored head. Nutty, malty nose shows faint signs of oxidation as copper pennies and cardboard. Little to no aroma hops though bittering are evident. Rich and chewy body, semi-sweet with caramel and cola maltiness and peppery finishing hops. The richness is nice, carbonation adequately froths to fullness washing away cara malt sugar and leaving nutty oils in the mouth. Decent texture and flavor balance but the nose isn’t very expressive. Doesn’t align well with the common character of Zoiglbier, seems more of a basic Dunkel.",,176581,8948,'2014-11-13 00:00:00'
2.7,"Bottle from the brewery, best by April 2015. Clear copper with a short white head. Twangy, nutty, bready, stale and lifeless in the nose and mouth. Oxidation shows as cardboard and copper pennies. Medium body, syrupy and chewy with low carbonation and low bitterness. ",,175286,8948,'2014-11-10 00:00:00'
3.5,"Draft at the the brewery taproom. Looks like Hefeweizen and smells like it’s still fermenting, which of course it is... lots of CO2 and sharp banana esters and plastic phenols in the nose, heavily yeasty / doughy with muddled German noble hop aroma (lemon zest, flowers). Malt is toasty and baguette-like. Medium-light body, lightly sweet, restrained bitterness, relatively high acidity from the trub. Finish shows orange pulp and silty yeast. Well-made, balanced and drinkable, but tough to say if it would be a truly great Pilsner with so much yeast still in solution.
",,298828,8258,'2014-11-19 00:00:00'
3.8,"Draft at Hölzlein. Clear dark honey with a firm white head. Burnt honey maltiness, rich and spicy, clean with lip smacking crispness. Medium-full body, sweet with medium bitterness. Slight tinge of roasted nut oils in a lengthy finish. Body is nicely rich, carbonation decently soft, mineral character invigorating. Well-balanced, clean, expressive.",,190596,4866,'2014-11-18 00:00:00'
4.4,"Draft at Meinel Brau in Hof. Lightly hazed pale gold with a stiff and fine white head. Beauty of a nose showing Noble hops well: flowers, lemon oil, lively citric acid, faint doughiness with more mineral / chalk character than the filtered Pilsner. Hoppy and zesty and lively, juicy and oily in the mouth, off-dry with fine, creamy carbonation and quenching hop acidity. Superbly elegant. ",,62862,4143,'2014-11-25 00:00:00'
3.7,"Draft at Meinel Brau in Hof. Clear pale gold with a fine white head. Lemon-y and minerallic and balanced, it’s less expressive in the nose than the Zwickelpils, but is noticeably &quot;cleaner&quot; in it’s lemon oil Noble hop presentation. Lightly sweet, medium-low bitterness, juicy and hoppy with a trace off-note of laundry detergent. Has good malt richness but the carbonation is just a tad fizzy / rough.

",,29679,4143,'2014-11-25 00:00:00'
3.9,"From gravity barrel at Brauerei Gradl. Unfiltered but clear with a chestnut brown color and fine, lasting tan head.
Malty and mineral-heavy aroma with subtle noble hoppiness (floral lemon, grass). Clean as can be with wonderfully toasty / bready / crunchy cereal malt profile, traces of cola flavoring and something that’s almost like vanilla bean. Semi sweet, mineral-forward lip smacking immensely long finish of lingering pepper-spice hop bitterness.",,38325,5109,'2014-11-23 00:00:00'
3.6,"Draft at Antlabrau in Kronach. Opaque milky white body with a fine white head. Muddy yeast in the nose covering an otherwise German noble hop aroma, your lemon and apricot character. Medium-light body, semi-dry with medium+ bitterness, more acidic that it should be with so much yeast in solution. Pilsner malt is nicely bready and toasty and carbonic acid pleasantly quenching.",,129384,12016,'2014-11-23 00:00:00'
3.5,"Draft at the brewery in Kronach. Clear chestnut brown with ruby tones. Clean aroma and flavor, nutty and crusty maltiness with good mineral content. Medium bodied, nicely carbonic and fluffy in the mouth, lightly sweet with low bitterness. Lengthy dark malt bread crust finish and faint resemblance to cola flavoring. Not the most expressive but easily drinkable.",,129385,12016,'2014-11-23 00:00:00'
2.6,"Bottle best by January 2015. Clear rust colored body with a thin ring of a white head. Oxidized amber malt aroma is metal and cardboard with red apple skin and cinnamon candies. Light body, semi-sweet with low bitterness in a watery, thin finish. Starchy and papery more than anything.",,38195,5081,'2014-11-15 00:00:00'
2.6,"Bottle best by March 2015. Clear gold with a fine white head. Quiet pale malt biscuit / cracker aroma with little to no aroma hop expression. Medium body, silty / chalky rough acidity, lightly sweet with medium bitterness. There’s some decent malt body but flavor-wise it’s basically empty. Very dull. Faint lemon noble hops mixed with quiet cauliflower DMS.",,19498,3206,'2014-11-15 00:00:00'
3.3,"From draft at Kellerwald, Forchheim. Quiet nose of minerals and fabric and stone. Creamy soft carb
Mineralic, lightly toasty, clean, just sweet, hop profile is subtle lemon and grass hops, enjoyable but without depth.
Semi-sweet, low to moderate hoppiness. Long finish of dried grass and pale malt (cracker, saccharine). It’s in nice shape, but the body is a tad watery and after some times the malt begins to show apple-y notes, but that could just be me.",,33471,2797,'2014-09-08 00:00:00'
2.2,"From bottle. Malty aroma of burnt grains and stale bread, hops are green leaf vegetables and old orange juicy. Medium body, sour, acidic, starchy and rough with a flavor / aroma impression of potato chips. Bad shape.",,173024,2934,'2014-09-18 00:00:00'
2.7,"Bottle best by April 2015. Clear amber gold. Aroma is spiced honey, lemon oil, cinnamon, faint alcohol. Medium-full body, rich carbonation froth up front breaks and dissolves quickly. Semi-sweet with lasting melanoidin richness, but the character is a little raw, resembling corn syrup more than malt. Faint fusels and metal flake off-notes.",,130155,2949,'2014-11-15 00:00:00'
2.6,"Bottle best by January 2015. Clear bronze with a small white head.
Fruity apple esters and burnt grain maltiness is raw and unpleasant. Little to no aromatic hops. Chewy medium-full sugary body, lightly bitter, faint off-notes of ash, concrete mix / gravel and DMS, the last two having become standard from Kundmüller. ",,272876,1822,'2014-09-18 00:00:00'
4.1,"Bottle. Aggressive aroma hops fight against rich truffle-like malt with blackberry, currant and juniper berry undertones. Fine, silky carbonation on a full and rich, seemingly dry body, leading to sharp, overpowering bitterness in a long finish. The first two times I was enamored, the bitterness seems well-integrated and the mouthfeel was like eating a soft high % cocoa Belgian truffle. But the third try seemed too much to take, I found myself sensitive to the 90 IBUs and wishing for brighter malt expression.",,291123,12331,'2014-11-27 00:00:00'
4.1,"Bottle. Mostly clear honey gold with a fine white head. Richly aromatic meaty ham hock rauch character, fatty and juicy and reminding of honey glazed ham. American aroma hops are bright lemon / citrus, somewhat tropical. Peat smoked malt provides a brine-like earthiness that integrates well. Medium-full body, spicy, peppery, sharp in the mouth. Enjoyably meaty, honey-ish and rich. Sweet, sticky, spicy and clean.",,291154,12331,'2014-11-27 00:00:00'
3.6,"From keg. Opaque golden amber with a fine white head. Intensely fruity / tropical American hop nose shows unripe banana, pineapple candies, guava. Little in the way of esters and little malt to be noticed in the aroma, the wheat can’t stand out against the strong aroma hops. Highly sweet with medium bitterness and relatively low acidity. Fine carbonation and creamy mouthfeel from the wheat delivers a silky and velvety textural experience. Lengthy sweet finish, for those with a sweet tooth they might find an entire glass fitting for dessert, but for me the sweetness becomes fatiguing after a small amount. Still, it’s a fun hop experience, fermentation is clean with no noticeable alcohol. Objectively, the character says &quot;Double IPA&quot; rather than Weizen-doppelbock.
",,291122,12331,'2014-11-12 00:00:00'
3.5,"Bottle. The spelt character seems to clash with the fruity American hops, giving the aroma the character of herbal spirits, juniper, wood oil, etc., in addition to the tropical citrus notes. Rich and full bodied, sweet with moderate bitterness, defying the stated 85 IBU. Silky, fine carbonation with a lengthy finish. The Amarillo doesn’t stand out as resin and grapefruit, rather the hop profile seems more minty / green. It’s a little too sugary-sweet for my tastes, and the Spelt character I can’t get into since it smells and tastes like gin, and I can’t stand anything gin-flavored. ",,294377,12331,'2014-11-27 00:00:00'
3.2,"Quick-bottled sample.  Mostly clear dark reddish-brown hue.  Strong American bourbon aroma.  Pine nuts, dark fruits, candied bourbon cherries, cognac.  Full body.   Big, sticky malt sugar approach.  Drying but still-sweet, dusty, nutty, somewhat hot finish. It drinks well as a digestif.  If you’re going to make a 14% bourbon barrel doppelbock-sortof beer on your first try, this is a pretty fine effort.  I always like trying Andreas’ new experiments, but I think his low gravity, German-hopped beers are his finest work.",,291799,12331,'2013-06-15 00:00:00'
